user_id,u_n_orders,u_total_items,u_n_products,u_n_aisles,u_avg_basket,u_avg_gap,u_sd_gap,u_reorder_rate,n_candidates,expected_basket,n_recommended,n_actual
154654,23,167,54,29,7.2609,15.9545,7.0202,0.6766,54,5.8783,8,3
57185,35,976,158,52,27.8857,10.3235,4.1903,0.8381,158,24.8584,30,29
102496,15,116,70,32,7.7333,13.4286,9.2213,0.3966,70,4.4321,6,7
199939,34,723,264,69,21.2647,8.7273,7.1949,0.6349,264,18.9525,23,26
131456,4,26,23,14,6.5,9.6667,4.6188,0.1154,23,1.8051,3,3
81646,17,130,69,33,7.6471,13.625,9.3799,0.4692,69,3.8919,5,4
148175,18,106,40,25,5.8889,11.8824,8.1845,0.6226,40,4.1086,5,3
202293,33,505,111,40,15.303,7.7188,5.8433,0.7802,111,9.8129,12,8
50271,4,32,29,24,8.0,28.3333,2.8868,0.0938,29,1.8448,3,2
116705,4,45,30,18,11.25,26.6667,3.5119,0.3333,30,6.338,8,5
81543,16,35,21,10,2.1875,11.5333,9.1641,0.4,21,1.1088,2,2
199874,3,8,5,5,2.6667,30.0,0.0,0.375,5,1.4305,2,1
4916,16,248,70,35,15.5,13.8667,8.3398,0.7177,70,17.3936,21,22
193643,6,46,40,24,7.6667,4.0,1.5811,0.1304,40,2.0288,3,1
47722,9,91,52,29,10.1111,10.375,6.7599,0.4286,52,7.2999,9,4
158921,3,23,19,11,7.6667,30.0,0.0,0.1739,19,3.2519,4,2
85327,17,108,71,36,6.3529,11.8125,10.3165,0.3426,71,3.5924,5,10
72163,7,62,39,18,8.8571,15.1667,12.2216,0.371,39,6.9338,9,7
39440,3,29,26,14,9.6667,5.0,2.8284,0.1034,26,3.1443,4,2
42969,15,123,34,20,8.2,6.5714,6.7564,0.7236,34,5.1728,7,7
171612,3,26,25,20,8.6667,21.5,12.0208,0.0385,25,2.866,4,5
131193,5,31,13,9,6.2,25.0,7.3937,0.5806,13,4.8542,6,3
117820,7,231,148,44,33.0,22.8333,9.347,0.3593,148,20.1759,25,10
178765,12,119,71,36,9.9167,20.7273,11.714,0.4034,71,7.1578,9,4
17487,9,49,36,22,5.4444,14.75,9.8814,0.2653,36,3.4931,5,2
204688,13,98,69,29,7.5385,11.0833,10.1306,0.2959,69,2.9319,4,1
36524,5,61,42,31,12.2,7.0,0.8165,0.3115,42,6.9884,9,7
71986,10,117,93,40,11.7,22.2222,10.0347,0.2051,93,5.2365,7,1
38249,17,178,47,21,10.4706,16.5625,9.0992,0.736,47,9.5283,12,5
32060,9,57,31,9,6.3333,21.0,12.0594,0.4561,31,3.2835,4,3
147873,42,592,131,47,14.0952,8.4146,4.9344,0.7787,131,14.2688,18,20
196950,19,552,121,48,29.0526,14.8333,9.5993,0.7808,121,29.3851,36,29
102134,22,105,65,28,4.7727,12.2381,10.5019,0.381,65,2.3684,3,1
161398,5,89,68,28,17.8,19.0,9.3452,0.236,68,11.4746,14,6
178727,11,21,7,5,1.9091,23.1,7.4004,0.6667,7,0.989,2,2
111229,21,85,26,12,4.0476,15.75,9.0255,0.6941,26,4.1188,5,4
87680,94,1478,360,76,15.7234,3.3548,4.0477,0.7564,360,9.5595,12,13
122143,4,102,63,32,25.5,17.6667,13.0512,0.3824,63,18.1902,22,29
194763,9,42,38,22,4.6667,20.875,12.7664,0.0952,38,1.0786,2,3
85310,26,423,106,44,16.2692,5.24,3.2823,0.7494,106,16.2145,20,16
177332,7,70,46,21,10.0,17.1667,11.9736,0.3429,46,5.739,7,13
200808,6,142,75,31,23.6667,9.4,3.6469,0.4718,75,11.7272,15,9
87722,31,296,128,48,9.5484,2.8667,1.852,0.5676,128,8.2676,10,5
52203,16,276,159,45,17.25,11.9333,8.4555,0.4239,159,8.5771,11,24
25370,36,266,140,53,7.3889,10.1143,6.0768,0.4737,140,5.4951,7,3
185747,12,86,57,32,7.1667,21.2727,9.3605,0.3372,57,3.6274,5,2
169907,34,565,231,59,16.6176,8.5455,5.5739,0.5912,231,11.9643,15,9
170302,5,25,14,10,5.0,11.25,1.893,0.44,14,3.7744,5,2
5349,5,49,30,16,9.8,12.25,7.0887,0.3878,30,5.2553,7,0
17353,7,44,36,22,6.2857,16.8333,11.125,0.1818,36,3.0965,4,1
186534,54,818,148,46,15.1481,6.7547,2.3362,0.8191,148,14.0099,17,15
29145,12,43,23,16,3.5833,7.5455,6.2187,0.4651,23,1.7903,3,2
176348,4,12,12,7,3.0,13.0,15.1327,0.0,12,0.6783,1,2
132667,6,28,23,16,4.6667,10.4,11.8025,0.1786,23,1.7201,3,1
161634,3,14,7,5,4.6667,13.5,0.7071,0.5,7,2.7694,4,4
89848,14,21,8,5,1.5,19.3077,10.904,0.619,8,0.9254,2,2
95660,5,24,15,9,4.8,29.5,1.0,0.375,15,2.2858,3,3
107760,6,95,55,34,15.8333,22.4,11.5239,0.4211,55,8.8513,11,3
172553,19,182,51,26,9.5789,12.0,9.7135,0.7198,51,6.158,8,5
76305,9,14,4,3,1.5556,21.625,7.2297,0.7143,4,1.1487,2,0
190308,7,18,10,8,2.5714,28.8333,2.8577,0.4444,10,1.8268,3,1
155961,48,1066,297,71,22.2083,6.8936,5.7681,0.7214,297,17.0694,21,16
34929,4,63,39,24,15.75,23.3333,5.7735,0.381,39,7.2259,9,6
190757,15,167,48,23,11.1333,8.5,7.6233,0.7126,48,9.5289,12,14
181674,24,275,118,54,11.4583,13.3913,7.6618,0.5709,118,7.9256,10,7
108933,6,59,47,22,9.8333,16.2,10.9407,0.2034,47,5.5447,7,2
125581,12,54,30,25,4.5,21.4545,9.5955,0.4444,30,1.908,3,3
2429,3,12,10,4,4.0,30.0,0.0,0.1667,10,2.0192,3,2
122709,5,149,75,41,29.8,24.5,8.544,0.4966,75,17.9717,22,14
24173,14,176,95,37,12.5714,14.9231,12.5729,0.4602,95,10.3473,13,11
198658,13,157,100,36,12.0769,14.8333,11.746,0.3631,100,7.5233,10,12
132936,9,85,57,23,9.4444,7.5,3.4226,0.3294,57,4.0331,5,9
92195,9,61,25,21,6.7778,11.75,8.2071,0.5902,25,4.4151,6,4
108698,8,44,39,18,5.5,17.2857,10.1606,0.1136,39,1.6152,2,4
41211,57,278,10,6,4.8772,6.4464,1.9626,0.964,10,3.4867,5,2
120755,8,20,12,8,2.5,8.1429,10.0901,0.4,12,1.6182,2,2
48638,7,109,74,28,15.5714,21.0,11.296,0.3211,74,7.5573,10,1
36080,4,46,38,25,11.5,14.6667,7.0946,0.1739,38,3.9354,5,5
165963,4,15,11,8,3.75,5.0,1.0,0.2667,11,2.8925,4,3
60566,24,127,63,28,5.2917,11.5652,8.5696,0.5039,63,4.4305,6,4
130227,22,57,5,4,2.5909,7.4762,8.0039,0.9123,5,1.6944,3,2
47119,3,4,2,2,1.3333,19.5,2.1213,0.5,2,0.804,1,1
149002,9,90,64,36,10.0,17.375,13.0596,0.2889,64,3.8712,5,4
135947,3,16,16,13,5.3333,20.5,0.7071,0.0,16,1.3299,2,0
134306,3,47,34,22,15.6667,25.0,4.2426,0.2766,34,6.8375,9,8
139955,7,17,11,9,2.4286,19.0,9.6333,0.3529,11,1.8399,3,1
157864,3,29,24,15,9.6667,11.5,14.8492,0.1724,24,3.3611,5,2
48252,16,178,120,55,11.125,14.6,9.5229,0.3258,120,5.9357,8,10
196733,36,269,71,39,7.4722,7.8857,4.714,0.7361,71,5.0254,7,7
124882,11,106,65,34,9.6364,4.5,3.2404,0.3868,65,4.6313,6,0
115102,6,17,16,10,2.8333,22.2,12.6174,0.0588,16,1.1119,2,0
125261,16,290,113,44,18.125,18.5333,9.3798,0.6103,113,15.622,19,23
13561,5,49,19,13,9.8,14.0,8.2865,0.6122,19,6.8682,9,5
48362,9,10,2,1,1.1111,22.5,6.392,0.8,2,0.9056,2,1
47897,22,149,43,18,6.7727,10.9524,9.2113,0.7114,43,4.8645,6,10
148801,3,22,21,14,7.3333,30.0,0.0,0.0455,21,2.1741,3,1
153778,5,29,26,18,5.8,19.25,12.9454,0.1034,26,1.7533,3,3
187387,13,38,22,18,2.9231,18.25,10.4021,0.4211,22,1.562,2,1
395,3,18,18,15,6.0,16.0,19.799,0.0,18,0.9515,2,1
52946,8,109,83,33,13.625,19.2857,12.3655,0.2385,83,6.5795,8,9
186989,8,165,86,42,20.625,9.7143,8.2404,0.4788,86,15.8548,20,13
189149,20,203,42,27,10.15,15.0,8.8757,0.7931,42,10.1755,13,10
160214,5,43,21,17,8.6,28.75,2.5,0.5116,21,5.4926,7,7
31398,3,30,27,19,10.0,22.0,0.0,0.1,27,3.382,5,2
149845,3,107,63,34,35.6667,2.0,2.8284,0.4112,63,16.0237,20,12
126517,5,12,11,9,2.4,19.0,8.4063,0.0833,11,1.006,2,2
97380,14,87,26,18,6.2143,5.2308,2.3859,0.7011,26,6.3423,8,8
195538,4,39,37,24,9.75,14.0,7.5498,0.0513,37,3.6599,5,4
148564,52,325,61,21,6.25,7.0392,2.9118,0.8123,61,3.0257,4,3
11220,8,74,44,24,9.25,23.5714,6.9727,0.4054,44,5.7451,7,13
130060,25,142,56,27,5.68,12.9583,7.9645,0.6056,56,4.1955,6,6
5839,14,113,59,23,8.0714,13.0769,6.5633,0.4779,59,5.3837,7,8
54940,42,536,165,45,12.7619,6.1463,3.4609,0.6922,165,11.2717,14,15
200670,5,31,23,16,6.2,30.0,0.0,0.2581,23,2.9802,4,5
17372,5,33,27,12,6.6,24.25,11.5,0.1818,27,2.657,4,6
71172,76,201,54,26,2.6447,3.8133,2.1416,0.7313,54,2.4085,3,5
178051,11,103,55,29,9.3636,17.5,11.138,0.466,55,4.5782,6,1
9900,6,31,24,16,5.1667,19.0,9.434,0.2258,24,2.0022,3,0
20547,45,389,105,32,8.6444,7.9091,5.1073,0.7301,105,8.2571,10,13
200687,17,141,86,36,8.2941,12.5625,10.9116,0.3901,86,4.161,5,1
79385,3,64,53,22,21.3333,30.0,0.0,0.1719,53,10.1666,13,5
193478,15,102,48,32,6.8,13.0,6.0511,0.5294,48,4.3002,6,5
26517,11,102,53,30,9.2727,15.0,9.4281,0.4804,53,4.5422,6,3
121212,18,220,141,55,12.2222,16.4118,8.5078,0.3591,141,7.4338,9,11
37838,38,133,66,31,3.5,8.6486,5.4682,0.5038,66,3.9312,5,6
158572,18,250,100,40,13.8889,9.2353,5.1664,0.6,100,12.1047,15,18
119556,10,47,25,17,4.7,7.2222,9.1348,0.4681,25,3.7951,5,3
191848,10,151,110,48,15.1,16.7778,9.5888,0.2715,110,8.0768,10,7
71012,32,707,142,39,22.0938,7.0,5.0531,0.7992,142,24.1065,29,29
161166,10,36,9,8,3.6,26.0,5.5453,0.75,9,3.1683,4,4
106210,14,233,86,35,16.6429,7.6154,4.8569,0.6309,86,15.8351,20,24
87310,5,119,71,36,23.8,12.75,4.5,0.4034,71,14.6228,18,15
147549,3,41,34,19,13.6667,30.0,0.0,0.1707,34,5.9543,8,12
15348,4,7,5,4,1.75,29.3333,1.1547,0.2857,5,1.1075,2,0
157259,5,81,54,21,16.2,22.25,10.8436,0.3333,54,5.9196,8,7
84809,4,77,69,40,19.25,16.6667,11.9304,0.1039,69,8.6334,11,12
144030,6,100,75,43,16.6667,29.2,1.7889,0.25,75,9.4071,12,9
7436,33,69,23,17,2.0909,10.75,6.5501,0.6667,23,1.7281,3,3
154635,31,227,58,34,7.3226,11.4333,4.8756,0.7445,58,5.2917,7,8
149511,5,13,6,5,2.6,24.75,10.5,0.5385,6,1.5357,2,0
187988,3,35,32,20,11.6667,19.5,14.8492,0.0857,32,2.9855,4,2
76664,12,244,112,42,20.3333,13.9091,9.8026,0.541,112,16.0376,20,18
178949,4,35,31,23,8.75,15.3333,12.8582,0.1143,31,3.8162,5,4
184340,6,44,19,14,7.3333,24.6,7.4699,0.5682,19,4.676,6,3
184006,34,646,193,63,19.0,10.6667,6.4404,0.7012,193,17.2016,21,12
156464,4,28,20,14,7.0,22.0,9.1652,0.2857,20,4.6278,6,3
106141,28,265,142,47,9.4643,11.8519,7.1988,0.4642,142,6.8326,9,5
132264,58,528,125,43,9.1034,6.0702,3.7362,0.7633,125,9.7867,12,7
61303,10,24,10,9,2.4,8.2222,3.2702,0.5833,10,2.7337,4,1
150283,28,172,29,21,6.1429,6.2593,2.6252,0.8314,29,4.7186,6,1
203302,15,79,44,18,5.2667,14.1429,9.5825,0.443,44,3.5332,5,4
154864,11,93,37,23,8.4545,17.2,11.9889,0.6022,37,6.3639,8,14
71674,4,58,49,22,14.5,30.0,0.0,0.1552,49,4.8624,6,4
5687,6,24,14,9,4.0,18.2,16.1617,0.4167,14,1.8826,3,3
26634,26,240,100,37,9.2308,11.28,6.4712,0.5833,100,8.3495,11,10
177878,16,111,46,27,6.9375,14.9333,10.5929,0.5856,46,4.8724,6,4
63580,20,364,168,46,18.2,10.4211,7.7554,0.5385,168,11.7984,15,12
15860,6,76,31,16,12.6667,12.8,7.5961,0.5921,31,10.7833,13,13
20817,8,32,24,16,4.0,18.0,12.1244,0.25,24,1.558,2,2
167997,16,103,55,22,6.4375,13.6,9.3564,0.466,55,4.6252,6,8
91136,9,139,67,32,15.4444,16.5,10.5695,0.518,67,11.8984,15,14
120323,22,55,18,13,2.5,11.2381,9.5179,0.6727,18,2.3265,3,1
14295,9,41,28,13,4.5556,6.625,9.9562,0.3171,28,1.4002,2,1
183424,4,28,23,14,7.0,4.6667,3.5119,0.1786,23,3.2939,4,2
193954,5,7,3,3,1.4,13.25,4.9917,0.5714,3,1.0995,2,1
142340,13,158,48,28,12.1538,7.75,4.6344,0.6962,48,11.0767,14,14
84415,7,78,35,20,11.1429,20.6667,10.2111,0.5513,35,8.9491,11,15
87067,19,477,182,66,25.1053,16.5,7.9724,0.6184,182,16.3648,20,20
204029,27,447,101,45,16.5556,7.1923,2.2807,0.774,101,17.6372,22,23
93206,7,111,66,33,15.8571,22.8333,11.2146,0.4054,66,8.8215,11,11
971,24,27,6,6,1.125,14.1739,5.7734,0.7778,6,1.0641,2,1
64998,3,31,26,13,10.3333,19.5,14.8492,0.1613,26,3.687,5,5
148648,8,108,63,30,13.5,16.5714,9.4491,0.4167,63,10.7856,13,9
140206,13,34,16,13,2.6154,18.8333,10.6671,0.5294,16,1.4817,2,1
151959,20,41,19,12,2.05,14.5263,10.3568,0.5366,19,1.8556,3,1
116823,3,58,46,27,19.3333,30.0,0.0,0.2069,46,9.023,11,14
6665,3,23,17,9,7.6667,2.0,0.0,0.2609,17,4.4411,6,4
49023,6,75,60,33,12.5,26.2,4.1473,0.2,60,5.4391,7,7
138745,13,159,88,39,12.2308,22.3333,7.3526,0.4465,88,8.6167,11,7
164308,5,66,62,38,13.2,21.0,6.0553,0.0606,62,2.6377,4,3
14528,28,542,205,68,19.3571,5.2963,3.0485,0.6218,205,12.2401,15,13
199308,17,151,88,34,8.8824,17.6875,10.818,0.4172,88,5.4828,7,9
11210,20,225,97,41,11.25,13.1053,8.0339,0.5689,97,10.3962,13,7
82579,23,347,92,39,15.087,14.3636,8.3126,0.7349,92,13.9435,17,13
144354,9,38,27,14,4.2222,15.375,11.3633,0.2895,27,2.6185,4,0
41041,16,327,159,52,20.4375,8.6667,2.4976,0.5138,159,11.7828,15,15
140426,3,11,10,7,3.6667,23.0,9.8995,0.0909,10,0.9067,2,1
13481,15,110,70,33,7.3333,16.8571,11.9412,0.3636,70,6.7864,9,3
60639,5,80,34,20,16.0,27.5,3.0,0.575,34,12.0788,15,9
125658,4,32,29,25,8.0,21.3333,14.1539,0.0938,29,2.1389,3,2
196770,86,753,176,59,8.7558,4.2471,2.7899,0.7663,176,8.2218,10,9
182810,22,61,19,10,2.7727,16.4762,9.6261,0.6885,19,2.8886,4,1
14173,21,474,209,52,22.5714,14.45,8.2747,0.5591,209,13.7391,17,22
82435,3,34,28,16,11.3333,30.0,0.0,0.1765,28,5.1488,7,6
154871,3,36,29,19,12.0,24.5,7.7782,0.1944,29,4.4126,6,1
151868,10,58,34,23,5.8,16.3333,9.6825,0.4138,34,2.8793,4,6
193515,3,54,37,22,18.0,30.0,0.0,0.3148,37,9.3438,12,22
176033,15,137,79,35,9.1333,18.4286,10.9173,0.4234,79,6.1517,8,6
73962,18,254,105,47,14.1111,14.2353,9.66,0.5866,105,12.7899,16,11
51680,17,144,71,36,8.4706,12.9375,8.1851,0.5069,71,6.6253,8,3
99994,11,164,100,41,14.9091,19.2,9.4728,0.3902,100,8.5986,11,8
120949,16,159,97,34,9.9375,9.6667,8.2086,0.3899,97,7.4259,9,14
98557,8,49,35,19,6.125,18.5714,12.7783,0.2857,35,2.7902,4,3
68326,38,623,143,53,16.3947,9.4865,3.827,0.7705,143,13.8583,17,13
43577,29,221,96,38,7.6207,12.3571,7.4198,0.5656,96,6.2001,8,3
145764,56,631,144,48,11.2679,5.8727,5.6011,0.7718,144,12.104,15,13
138943,5,46,31,21,9.2,12.25,2.2174,0.3261,31,5.0143,7,3
13643,43,955,346,73,22.2093,8.1667,4.2936,0.6377,346,15.7928,19,15
137791,5,8,8,8,1.6,30.0,0.0,0.0,8,0.7027,1,1
65439,3,16,16,10,5.3333,30.0,0.0,0.0,16,1.5541,2,1
165176,5,62,38,16,12.4,25.75,4.9244,0.3871,38,6.3737,8,5
29660,23,244,89,47,10.6087,9.5,7.7751,0.6352,89,9.8342,12,17
63595,11,136,86,44,12.3636,20.5,9.5946,0.3676,86,6.9111,9,12
45015,21,223,60,23,10.619,14.35,5.9672,0.7309,60,10.0386,13,4
200188,29,86,23,18,2.9655,11.8214,7.1495,0.7326,23,3.2236,4,3
157910,7,51,39,23,7.2857,14.5,9.3968,0.2353,39,3.8521,5,3
202362,8,231,125,43,28.875,7.7143,4.6803,0.4589,125,21.8216,27,31
94860,4,32,29,18,8.0,11.3333,16.1658,0.0938,29,3.0961,4,1
29906,3,28,22,19,9.3333,26.0,5.6569,0.2143,22,5.1446,7,7
60547,9,311,93,24,34.5556,6.125,2.2952,0.701,93,28.4236,35,40
98252,7,122,68,35,17.4286,16.8333,9.1086,0.4426,68,12.4292,15,5
194304,9,153,28,11,17.0,7.875,5.2491,0.817,28,12.9905,16,5
165842,6,49,39,23,8.1667,21.4,8.961,0.2041,39,2.5375,4,1
29270,3,38,34,23,12.6667,30.0,0.0,0.1053,34,3.8271,5,5
177218,3,42,40,26,14.0,21.5,0.7071,0.0476,40,2.8146,4,5
143633,11,57,24,17,5.1818,12.0,10.8423,0.5789,24,3.9338,5,1
99239,5,107,46,26,21.4,20.0,8.6795,0.5701,46,16.3936,20,23
47561,3,10,7,7,3.3333,30.0,0.0,0.3,7,1.5352,2,2
83078,6,25,24,17,4.1667,27.4,5.8138,0.04,24,1.3302,2,4
47286,11,61,20,11,5.5455,23.1,8.0062,0.6721,20,6.0941,8,8
153841,15,164,99,45,10.9333,21.0,8.7881,0.3963,99,5.5626,7,7
150266,10,22,12,10,2.2,9.3333,11.3358,0.4545,12,0.9731,2,4
22575,11,91,69,33,8.2727,15.0,9.5801,0.2418,69,3.7731,5,2
120751,6,34,24,16,5.6667,23.8,9.654,0.2941,24,3.0362,4,4
93848,6,78,72,36,13.0,11.2,6.6483,0.0769,72,5.161,7,8
25142,10,64,44,28,6.4,7.8889,3.7896,0.3125,44,3.7834,5,0
103350,3,3,2,2,1.0,19.0,15.5563,0.3333,2,0.5553,1,1
92046,10,187,93,39,18.7,19.4444,10.4177,0.5027,93,9.0317,11,15
161397,15,48,27,17,3.2,17.5,8.3551,0.4375,27,1.9545,3,2
120640,3,56,41,20,18.6667,18.0,16.9706,0.2679,41,11.5511,14,7
150422,18,216,64,32,12.0,15.5882,11.5003,0.7037,64,7.5891,10,6
80909,4,8,5,5,2.0,17.3333,8.5049,0.375,5,1.1498,2,3
99713,15,139,60,34,9.2667,18.0,8.0575,0.5683,60,7.3208,9,7
189221,8,74,50,27,9.25,10.4286,8.7722,0.3243,50,5.3329,7,6
205606,10,187,95,50,18.7,4.6667,1.7321,0.492,95,14.8503,18,25
19489,4,70,52,29,17.5,7.6667,2.0817,0.2571,52,8.0444,10,9
127633,3,10,10,10,3.3333,13.5,12.0208,0.0,10,0.8402,2,1
133713,13,49,18,15,3.7692,19.9167,6.9211,0.6327,18,2.639,4,5
33448,10,79,60,32,7.9,16.4444,9.3823,0.2405,60,4.3398,6,3
75634,14,69,42,23,4.9286,18.2308,11.5192,0.3913,42,2.2848,3,1
20910,3,40,37,24,13.3333,30.0,0.0,0.075,37,3.2204,4,1
93008,3,21,16,11,7.0,8.5,0.7071,0.2381,16,3.9856,5,3
124821,3,61,57,24,20.3333,30.0,0.0,0.0656,57,6.0075,8,6
91498,11,137,84,34,12.4545,17.1,9.5737,0.3869,84,8.6013,11,9
76495,15,141,98,42,9.4,9.0,7.4627,0.305,98,6.0105,8,12
86160,35,301,44,24,8.6,3.7941,5.0858,0.8538,44,5.6987,7,2
34499,10,74,42,23,7.4,24.6667,6.0208,0.4324,42,3.1549,4,6
8730,25,279,124,55,11.16,9.2083,9.3993,0.5556,124,8.9273,11,9
140380,77,982,167,46,12.7532,4.7105,1.924,0.8299,167,15.8822,20,17
68640,11,164,70,32,14.9091,26.2,8.728,0.5732,70,11.1084,14,14
139802,4,45,39,24,11.25,15.3333,14.5029,0.1333,39,4.3174,6,3
151640,95,638,101,42,6.7158,3.8191,2.9692,0.8417,101,5.9594,8,4
152592,11,240,120,54,21.8182,22.0,9.4045,0.5,120,14.7023,18,16
192991,7,36,33,18,5.1429,25.5,6.8629,0.0833,33,2.3534,3,4
149940,13,139,93,40,10.6923,13.6667,12.4268,0.3309,93,3.9954,5,3
132376,3,30,25,16,10.0,6.0,1.4142,0.1667,25,4.0981,5,2
110210,20,233,104,35,11.65,11.6316,7.5071,0.5536,104,8.1884,10,9
68535,9,80,55,25,8.8889,19.75,9.468,0.3125,55,3.1617,4,3
107764,7,26,15,13,3.7143,9.1667,6.7946,0.4231,15,2.9688,4,1
93506,4,91,60,33,22.75,28.3333,2.0817,0.3407,60,13.3482,17,13
7357,3,12,9,8,4.0,30.0,0.0,0.25,9,1.8662,3,1
145068,29,385,173,45,13.2759,6.6429,6.3667,0.5506,173,7.5659,10,10
82268,21,185,82,37,8.8095,16.25,8.5954,0.5568,82,5.7318,7,4
63284,12,168,79,34,14.0,12.3636,7.7881,0.5298,79,8.3116,10,13
119658,43,412,128,42,9.5814,8.119,7.3657,0.6893,128,9.0164,11,12
4816,5,18,14,12,3.6,19.5,13.404,0.2222,14,1.748,3,3
58301,6,71,59,37,11.8333,12.8,10.1341,0.169,59,3.879,5,2
140896,18,125,62,39,6.9444,13.6471,9.3404,0.504,62,4.6625,6,5
108233,7,85,60,31,12.1429,19.5,9.6073,0.2941,60,5.6099,7,5
88485,4,39,24,18,9.75,23.3333,4.9329,0.3846,24,4.6447,6,3
89216,20,339,121,43,16.95,8.6316,3.1307,0.6431,121,12.2348,15,12
149010,3,9,8,8,3.0,10.0,2.8284,0.1111,8,0.9313,2,3
101012,24,342,138,57,14.25,13.5217,8.7587,0.5965,138,15.7909,19,2
100322,4,24,9,8,6.0,23.0,8.1854,0.625,9,3.7656,5,6
31059,52,847,185,64,16.2885,6.8431,2.9555,0.7816,185,15.2587,19,16
6038,13,137,100,39,10.5385,15.3333,9.8565,0.2701,100,5.7924,7,6
46465,3,25,15,13,8.3333,29.5,0.7071,0.4,15,4.7169,6,6
84727,18,191,94,22,10.6111,16.1765,9.7226,0.5079,94,5.4192,7,3
43144,6,40,29,21,6.6667,17.2,12.0291,0.275,29,2.4205,3,1
145988,17,46,18,15,2.7059,13.25,7.3439,0.6087,18,2.8689,4,2
35921,6,47,37,19,7.8333,23.0,10.3441,0.2128,37,3.3837,5,1
6170,8,16,13,7,2.0,13.0,12.3153,0.1875,13,0.6348,1,0
156463,22,209,92,41,9.5,13.1905,9.4637,0.5598,92,8.5648,11,15
37948,5,43,19,11,8.6,17.5,8.5049,0.5581,19,6.2325,8,12
91798,8,76,47,29,9.5,21.0,7.6594,0.3816,47,5.0612,7,6
105617,16,231,107,42,14.4375,18.2667,10.0033,0.5368,107,8.3817,11,6
133518,24,356,189,56,14.8333,11.6087,7.4452,0.4691,189,9.0524,11,11
93917,60,651,200,72,10.85,6.0,3.3733,0.6928,200,10.9522,14,5
101714,32,69,22,16,2.1562,8.6452,6.3485,0.6812,22,3.0712,4,3
26554,53,730,181,60,13.7736,6.2308,4.2777,0.7521,181,18.2943,22,16
150822,23,140,73,38,6.087,9.1364,6.0103,0.4786,73,3.6123,5,6
34876,31,232,117,41,7.4839,10.1667,5.902,0.4957,117,5.5451,7,9
41139,10,74,57,18,7.4,21.0,10.7819,0.2297,57,4.0823,5,3
117288,5,88,69,36,17.6,30.0,0.0,0.2159,69,7.5136,10,4
97688,4,18,10,9,4.5,26.3333,6.3509,0.4444,10,2.4202,3,5
53476,9,88,54,29,9.7778,11.75,8.7627,0.3864,54,4.2927,6,4
133836,4,9,6,6,2.25,15.0,4.5826,0.3333,6,1.2628,2,1
124519,3,28,24,17,9.3333,25.0,7.0711,0.1429,24,3.5297,5,5
98139,4,24,18,15,6.0,21.6667,13.5769,0.25,18,1.8056,3,1
165745,4,20,19,12,5.0,18.0,10.8167,0.05,19,1.9708,3,2
193885,7,61,47,32,8.7143,20.8333,10.9803,0.2295,47,2.1259,3,4
80797,8,83,50,24,10.375,19.0,11.3578,0.3976,50,4.0781,5,3
41801,20,186,106,55,9.3,8.7368,6.7069,0.4301,106,4.8577,6,3
161290,38,354,161,54,9.3158,9.5405,6.7355,0.5452,161,6.185,8,7
21122,52,230,72,28,4.4231,7.0196,5.3684,0.687,72,3.9907,5,4
166065,23,260,168,65,11.3043,13.7727,10.3736,0.3538,168,6.0577,8,17
113130,14,74,8,1,5.2857,6.5385,2.0255,0.8919,8,2.9827,4,2
3012,4,35,25,9,8.75,30.0,0.0,0.2857,25,4.4619,6,7
143092,23,382,120,44,16.6087,13.0909,8.7228,0.6859,120,15.9387,20,12
164676,7,132,58,21,18.8571,8.5,2.429,0.5606,58,10.41,13,8
51611,4,45,37,21,11.25,30.0,0.0,0.1778,37,5.287,7,1
82506,25,451,135,52,18.04,11.25,9.1568,0.7007,135,14.3461,18,6
110265,34,287,111,38,8.4412,3.3333,2.5083,0.6132,111,7.3847,9,8
25347,89,1021,158,48,11.4719,4.0795,3.2983,0.8452,158,13.0107,16,8
114020,6,95,62,34,15.8333,11.8,7.9498,0.3474,62,8.3752,11,11
54453,3,3,3,3,1.0,12.5,0.7071,0.0,3,0.3339,1,0
66019,35,289,131,42,8.2571,8.0588,7.3523,0.5467,131,6.3188,8,8
126889,11,83,35,18,7.5455,7.6,1.7764,0.5783,35,5.1839,7,10
193680,10,19,11,7,1.9,17.3333,9.5656,0.4211,11,1.461,2,3
196345,10,114,99,53,11.4,17.7778,9.2571,0.1316,99,3.3273,4,2
176637,5,93,68,31,18.6,26.5,7.0,0.2688,68,9.2114,12,6
177506,3,22,18,15,7.3333,30.0,0.0,0.1818,18,2.6162,4,2
141612,3,33,26,17,11.0,26.0,4.2426,0.2121,26,4.8777,6,1
178510,12,190,70,33,15.8333,13.0909,8.9158,0.6316,70,13.7729,17,6
55392,11,107,66,39,9.7273,18.5,12.0945,0.3832,66,4.1938,6,2
184433,4,8,6,6,2.0,28.3333,2.8868,0.25,6,1.1549,2,0
143142,53,213,61,29,4.0189,6.8654,3.5315,0.7136,61,3.5997,5,3
159476,3,37,17,1,12.3333,26.5,4.9497,0.5405,17,8.825,11,9
114653,5,31,29,18,6.2,27.25,3.2016,0.0645,29,1.8006,3,1
114197,43,415,104,39,9.6512,7.8571,5.5593,0.7494,104,7.5166,10,1
121696,9,54,13,10,6.0,10.0,5.127,0.7593,13,3.9649,5,1
195971,5,12,7,6,2.4,17.25,14.7281,0.4167,7,1.05,2,1
